filename,pt_body_nose_front_dx,pt_body_nose_front_dz,sym_body_front_wing_dx,sym_body_front_wing_dy,sym_body_front_wing_dz,sym_body_mid_wing_dx,sym_body_mid_wing_dy,sym_body_mid_wing_dz,sym_body_back_wing_dx,sym_body_back_wing_dy,sym_body_back_wing_dz,sym_body_mid_dx,sym_body_mid_dy,sym_body_mid_dz,sym_body_back_dx,sym_body_back_dy,sym_body_back_dz,pt_body_top_wing_dx,pt_body_top_wing_dz,pt_body_top_mid_dx,pt_body_top_mid_dz,pt_body_top_back_dx,pt_body_top_back_dz,pt_wing_point_dx,pt_wing_point_dz,sym_wing_l1_r1_dx,sym_wing_l1_r1_dy,sym_wing_l1_r1_dz,sym_wing_l1_r2_dx,sym_wing_l1_r2_dy,sym_wing_l1_r2_dz,sym_wing_l1_r3_dx,sym_wing_l1_r3_dy,sym_wing_l1_r3_dz,sym_wing_l2_r1_dx,sym_wing_l2_r1_dy,sym_wing_l2_r1_dz,sym_wing_l2_r2_dx,sym_wing_l2_r2_dy,sym_wing_l2_r2_dz,sym_wing_l2_r3_dx,sym_wing_l2_r3_dy,sym_wing_l2_r3_dz,sym_wing_l3_r1_dx,sym_wing_l3_r1_dy,sym_wing_l3_r1_dz,sym_wing_l3_r2_dx,sym_wing_l3_r2_dy,sym_wing_l3_r2_dz,sym_wing_l3_r3_dx,sym_wing_l3_r3_dy,sym_wing_l3_r3_dz,sym_wing_l4_r1_dx,sym_wing_l4_r1_dy,sym_wing_l4_r1_dz,sym_wing_l4_r2_dx,sym_wing_l4_r2_dy,sym_wing_l4_r2_dz,sym_wing_l4_r3_dx,sym_wing_l4_r3_dy,sym_wing_l4_r3_dz,sym_wing_l5_r1_dx,sym_wing_l5_r1_dy,sym_wing_l5_r1_dz,sym_wing_l5_r2_dx,sym_wing_l5_r2_dy,sym_wing_l5_r2_dz,sym_wing_l5_r3_dx,sym_wing_l5_r3_dy,sym_wing_l5_r3_dz,sym_end_down_front_dx,sym_end_down_front_dy,sym_end_down_front_dz,sym_end_down_back_dx,sym_end_down_back_dy,sym_end_down_back_dz,sym_end_up_front_dx,sym_end_up_front_dy,sym_end_up_front_dz,sym_end_up_back_dx,sym_end_up_back_dy,sym_end_up_back_dz,is_valid,failure_reason,Cd,Cl,CmPitch,L_D_Ratio,Reached_500
pred_wing_001.stl,0.0059321102946614,0.0102593247526125,0.0226164880962976,-0.0136517833943611,0.0151290215607673,-0.0042661364721378,0.0094398615993316,0.0296143650812525,-0.0219056878295808,0.0204098133345182,-0.0196175697181933,0.020369907592598,-0.0089341386724187,0.0071691062131101,-0.0275652245036659,0.0171152510350448,0.0260173581570272,0.0288421264237321,-0.0030752271694287,0.018037483311805,0.0138298336172489,-0.0295581833106387,-0.0005057377262839,-0.0144812323387534,0.0217059182079667,-0.0108339409577696,-0.0010649319276663,0.0147309042834255,-0.0110187581429435,0.002807052178486,0.016023280034997,-0.0012620305468549,-0.0157164815484924,0.0140054728373527,0.0123168191991556,-0.0078200254427951,0.0148105850963191,0.0060009389819013,-0.0204780787602754,0.0113926389764898,0.0196769697754769,0.0072774584120098,0.0187216781355463,0.008253706537916,-0.0211155751613515,0.0015634002078538,0.0165992555306391,-0.01832022378358,0.0136634330772142,-0.0085754777178828,0.0011962155021019,0.0176548151194474,-0.0018061753692276,-5.526275117168924e-05,-0.0113147957016134,-0.0118395692885628,-0.0012549239455706,-0.016528781069362,-0.0126855882258472,-0.0186859907312368,0.0053276425911908,-0.0016101103141983,-0.0074236547084549,-0.0188217523647032,0.0105046999108839,-0.0035390822319533,-0.0123029158128185,-0.0164724494504059,-0.0020341164374686,0.0123599715949298,-0.0222145184302009,-0.0214748044315756,-0.0152682328095849,0.0117846178265332,0.0061118105817506,-0.0068026218334692,-0.0081361190163754,0.0240968586687673,-0.0125257466728184,0.0128601861970059,0.0172674727746795,0.0081548154943926,True,None,3.224424,-17.58871,-7.591661,-5.4548378252984095,True
pred_wing_002.stl,0.005667874236250367,0.010452531308139919,0.023062248866041978,-0.013234739209743527,0.015020151704163336,-0.0038800454681719838,0.00879411774662072,0.02972943864798595,-0.02335241580556467,0.021136877965947553,-0.019076010535977135,0.020244881553718487,-0.008952065500241546,0.007100853627040219,-0.02863632841619226,0.01677407664922582,0.026178535708371954,0.028550854588264014,-0.0029747542539676343,0.01767965415515027,0.01408908270584379,-0.0299656835848709,-0.00031174429752106137,-0.01375027311446388,0.021854868070948972,-0.011356650490424945,-0.0008302176964244167,0.014508326146843583,-0.010915300152982088,0.003088778029918246,0.016325471063769293,-0.0012282107758358923,-0.015838949952397638,0.013700514700842333,0.012613087192483323,-0.008676278709403887,0.01516027424962616,0.005719747221179403,-0.019994169488908434,0.011451777653208284,0.01973874120965537,0.008129333959273313,0.017875928237685208,0.0087640759022942,-0.020605537888814515,0.0008346368554890039,0.017298327248633647,-0.01769700962069842,0.014122745824565902,-0.008678493722226729,0.001271587707990077,0.017991064946651265,-0.002454407217874468,-0.00019090752112829393,-0.011007042275040168,-0.012841919892852634,-0.0009269753575397179,-0.0171360947883674,-0.012833717378215218,-0.01935994822619792,0.00634296613407635,-0.0019217410809285295,-0.007235974748256493,-0.019181178144145536,0.010174619307009863,-0.0027803432354937116,-0.011551000131404195,-0.01654284387006888,-0.0022749683962432926,0.01270486701475919,-0.022234841660518905,-0.021725448517022912,-0.01545784811570394,0.011265554368131425,0.0065055769533085075,-0.006812248973484035,-0.00879160277562947,0.025072735289420212,-0.012408725698283284,0.012412533547795201,0.01726009635557684,0.008220988951459262,True,None,3.220852,-16.85813,-7.289061,-5.234059186823859,True
pred_wing_003.stl,0.006457411417620333,0.00996755620794473,0.02287005844203563,-0.013555966056334462,0.01471430790687112,-0.004534115452317466,0.008380218532632032,0.028844678864786397,-0.0215206324922129,0.02095358842636933,-0.01913156769892528,0.021160684468375733,-0.009212853425944037,0.007200628283066559,-0.026818104560263605,0.01706568299968146,0.02567200408000462,0.028616897301027528,-0.0027062798781311414,0.017611851791385063,0.01339658831785313,-0.029613577014295643,0.00010837929576415788,-0.014018344107588634,0.022224847422625097,-0.010128140233147037,-0.0008637250031341221,0.015019011357180003,-0.011582485587467262,0.0032106296369592926,0.015724282624559063,-0.0009096601141595213,-0.015709866090056857,0.014138448045170235,0.012158420554638326,-0.008286866097610823,0.015643652793789632,0.00603798320005147,-0.020326552182004676,0.01125673879298797,0.020096803484793438,0.0076348799568675225,0.01899126950971044,0.007703371170656187,-0.02131983832910643,0.0014952086014983518,0.016578219088410687,-0.018192975555631187,0.012978638989080419,-0.008261980577970387,0.0011097827459844419,0.017437341657332992,-0.0018699686929463302,-0.0004020917383372089,-0.0109515229274226,-0.011539124763888646,-0.0007028262458608637,-0.016845695932078145,-0.012382770108497797,-0.018188664624432804,0.0053476694047542095,-0.0013192213467411818,-0.007302594147209311,-0.018478221721460096,0.010000825940907551,-0.004245086287430388,-0.013106499142724166,-0.01633043774375928,-0.0009476237003813932,0.012779836227853267,-0.022845722519224905,-0.02134657852598192,-0.01538002179396217,0.011495908265949813,0.005885740713898706,-0.006769240305613287,-0.008747861760700843,0.023961963156285303,-0.012165025052658315,0.013364056886911262,0.017397897979548216,0.009045509869580894,True,None,3.21149,-16.83197,-7.234321,-5.241171543426883,True
pred_wing_004.stl,0.006140092130289376,0.009938306499224708,0.02350354665646467,-0.012891629818388988,0.015970051107093874,-0.004886073778915939,0.009130434807778302,0.029722877259780043,-0.021198784709531036,0.020617879207061637,-0.01982577318694015,0.019468167262894395,-0.00865049407142068,0.0069462236217903,-0.027742215520892097,0.01685856368142666,0.025859862047299877,0.028926285362585406,-0.003540666109972822,0.018619467940324076,0.013851949848089585,-0.02947820179190046,-0.00021447252729216843,-0.013703552598194621,0.021236709125288234,-0.010688083058247179,-0.001279519922479812,0.013881301849001689,-0.0117777983723464,0.0028230000426133794,0.015182067843395134,-0.001228162316550621,-0.016353697664547397,0.013467498414071325,0.011863718974501695,-0.006828128014002465,0.014587316296897307,0.005951900199832768,-0.02087501930248705,0.011775451061320486,0.019260771872331398,0.007223817400562503,0.01920371696462289,0.00785273340841211,-0.021653023024781847,0.0009817665762204952,0.01704646146560149,-0.01880485658358965,0.013491868445917007,-0.00852827773409352,0.0015035715954283672,0.017825070359195408,-0.0016583518483576929,-0.00012199933907394857,-0.01127351353846455,-0.011760407652431267,-0.0014365570468465453,-0.01646146254793599,-0.012914789692361163,-0.018477926316914785,0.005578970944185886,-0.0012220365601108695,-0.007696464424731726,-0.01865742175492124,0.01040737525174498,-0.003383478051311234,-0.012436139435212294,-0.017000985708157237,-0.0017640673801350307,0.012097297590691414,-0.02207340603239543,-0.021614864459191137,-0.01627460687749386,0.012168246496122708,0.006090502816397989,-0.006800680186981821,-0.0079357665370255,0.02392103106223096,-0.013275175862851358,0.012890347771904134,0.016759639430361968,0.007433219072589,True,None,3.251079,-17.50721,-7.603919,-5.385046010878235,True
pred_wing_005.stl,0.0058628490711505775,0.009073926639697406,0.021938739963426015,-0.01454640139449067,0.015446475290597264,-0.0040146627093144375,0.009689126865457193,0.029355701315612572,-0.021563424697730187,0.020999292966928866,-0.018992218689953988,0.02051910333105366,-0.008380617020569048,0.007791788146828092,-0.02736245846100436,0.016424365005401585,0.026443871939291357,0.02865569906882935,-0.0035539213045717106,0.016822679695802846,0.01456722069617069,-0.029759743063263715,-0.0011487536149280583,-0.013986485016710891,0.022027040054791096,-0.01070001263742049,-0.00026883880838748204,0.015285940474100453,-0.011281038232026959,0.0029155993364424373,0.01649748090123647,-0.0012705559767230599,-0.015416950364217977,0.01333896467536744,0.012288397628071318,-0.00776729727994068,0.015111682996589063,0.004367819125894176,-0.019783363907663585,0.01121053546866499,0.019154244783141,0.007180848604663599,0.019201350998679787,0.008178543741564542,-0.021944064139076187,0.0018915119217441782,0.016221795182091624,-0.01768986929698146,0.014425941710570319,-0.009216734649808062,0.0010035015105506757,0.017636456396795015,-0.002630105410582768,0.0005350393987894821,-0.01085096433581379,-0.01169266336932712,-0.0012655902858745855,-0.016830232044092414,-0.011817902549602658,-0.017696983666195692,0.005418958981456214,-0.001978828071231608,-0.0074303877279421025,-0.018429913957684306,0.010173603619295995,-0.0034948979300069975,-0.013270472397903823,-0.016661843907441538,-0.002016528826474313,0.01229232983193068,-0.021368547221476946,-0.020936348739122815,-0.015322096137369401,0.012414992738736325,0.00495728922822101,-0.006575559035250657,-0.007418241582276796,0.02485208054654521,-0.012715996618760899,0.012126816655047697,0.016342924333114187,0.008082986647039535,True,None,3.289447,-18.06975,-7.62481,-5.4932485612323285,True
pred_wing_006.stl,0.006490432665238586,0.009623319583651379,0.022244092902877138,-0.013175249017925196,0.015278404593111321,-0.004413643961099213,0.009442889546721721,0.028930727742151763,-0.021726955826462932,0.021155525700153565,-0.01949517382094445,0.020896288523093887,-0.008745121223504935,0.007010133269746439,-0.027353959211984143,0.017509656409037257,0.02642738211285076,0.029769351443662887,-0.0034732773745416385,0.017865920757539754,0.013238865783987953,-0.029473794789047405,-0.0006229173733671426,-0.014547353470346679,0.020799818464239676,-0.010923645420056704,-0.0011248825724442487,0.014753071925413787,-0.011051747249920927,0.002920734056633751,0.016509162172334918,-0.0014992925429061152,-0.01582715400784115,0.013428908912808549,0.011133354094720846,-0.00770669559785626,0.015250379353146853,0.00608434907780327,-0.019750159254357667,0.011241834486739783,0.01877941618826322,0.008123980435035844,0.01802180638924793,0.007260974432273803,-0.02099712454916175,0.0012358486416194567,0.016198431568385283,-0.0179877836552641,0.013940245775540911,-0.00863124633410886,0.0014254253226455035,0.017451468027311373,-0.002046865765403393,0.00046960350695707525,-0.011500070869504319,-0.011679049274955347,-0.0007427608355203496,-0.017201836636073088,-0.012941785399937733,-0.018951933453010453,0.0053576852348902835,-0.0010568842997156404,-0.006886768022730793,-0.01908130938628582,0.010877771261366924,-0.0032905425305571217,-0.012420985061411932,-0.015828405379672533,-0.001635098142676695,0.0118099187245285,-0.022353669720980532,-0.02130608884369439,-0.015395041762259318,0.01155217456037627,0.005489721144330272,-0.006730182744133221,-0.007222376430757692,0.024142758892596223,-0.012139331874402672,0.012511381292506483,0.016034354837180482,0.008580510956953518,True,None,3.243511,-17.33039,-7.423217,-5.343095799582613,True
pred_wing_007.stl,0.005651103960129863,0.009863430179282078,0.022633430185033797,-0.013400170422010124,0.015306551125155051,-0.0041786161605821,0.008922426921075914,0.029915288541073726,-0.022054707739850785,0.02032576121351912,-0.019531836209432555,0.020341548592550975,-0.008500962948564922,0.007116633742460963,-0.027187802520007985,0.016600977562145403,0.026068602408641926,0.02860120144730848,-0.0025842642387499054,0.018062986232628652,0.013655077909386495,-0.02943210147058637,-0.0009397463157548981,-0.014318221058766357,0.022180205199212058,-0.010823668533146378,-0.0005956664787430303,0.014790077904076894,-0.011729929199992543,0.0026264774220643196,0.01621474910761139,-0.0016142903730493843,-0.01572233754569405,0.014209496160247411,0.012140084641032577,-0.009274683870026024,0.014837253674610753,0.0059618149660191945,-0.019881282924113577,0.01082091884505043,0.019647389696795033,0.0073499768045195224,0.018607068531417126,0.00900031029830926,-0.02060365713000057,0.0012730020812893766,0.016613161062184082,-0.017660835127484464,0.013541729254387014,-0.008446651852752635,0.0012779003393815415,0.017732409753062204,-0.0007225998791340275,-7.632072000116646e-05,-0.011530787094523633,-0.011697268827664496,-0.001425928303833493,-0.016639618181196487,-0.012299041712136492,-0.018991993407394953,0.005967046653003421,-0.0010674337400398534,-0.007500135867172521,-0.019137346264338773,0.010288343492589563,-0.0030529076576130735,-0.012072096397340774,-0.016609208285751416,-0.0019294275674539623,0.012082370921619005,-0.022077225293469015,-0.021474200894500316,-0.01459646044276917,0.011805837329139979,0.006183931872038239,-0.007044170735557943,-0.008147162586917707,0.02466921744349251,-0.012884695001222054,0.013035787041595137,0.016724597101877164,0.008034274607587004,True,None,3.247848,-17.68422,-7.629053,-5.4449038255484865,True
pred_wing_008.stl,0.005482339320815566,0.010219207144084278,0.023610796471621506,-0.013687288972786173,0.015393720474807552,-0.004671817427276716,0.009783598319816667,0.029983455211259648,-0.02200264524840747,0.021085125347510468,-0.019863293518388867,0.020137463549475414,-0.007894973681390667,0.0070226254522168345,-0.028008274883348654,0.017760877370213896,0.026646031203916277,0.028126364661000654,-0.003509773884213183,0.017946292110383642,0.012452382548944343,-0.02939399447795473,-0.0009528396879187592,-0.013931372751963956,0.02191251944274168,-0.010124286399959702,-0.0009422568166955842,0.015286659316256087,-0.010608448746150299,0.0024074950864761977,0.015556449032622382,-0.0007863512061777992,-0.015906047640254422,0.013750298328205611,0.012951970470965411,-0.007240966418913436,0.014933604223857602,0.006026297739101198,-0.020396226543618744,0.011009320951993938,0.019450309660214878,0.006785794064205848,0.018829180090732173,0.008304196285423372,-0.021248447565212335,0.0014463485891325321,0.01649659676098182,-0.01882953269730268,0.013317371036452598,-0.008306173105112415,0.0008153318133617799,0.01715957648161281,-0.0031624580873135305,0.0004186462505852299,-0.011585608201284516,-0.011755072796506205,-0.0015169878738288058,-0.015649136376331373,-0.012579726882511015,-0.01793098277463445,0.005435923714157557,-0.0018996931815755953,-0.007409430634020912,-0.019311750915589284,0.010011289917016462,-0.003447717357600719,-0.012577791393528812,-0.016520835980804355,-0.001661906876973236,0.01281115440751384,-0.02220151546062021,-0.02102134274546159,-0.015306518500482272,0.012729943533008888,0.006234412034476762,-0.007227671253920273,-0.007449119491346751,0.02472074332142547,-0.013006419149430555,0.012495882342529104,0.017291868390655666,0.007135296209907499,True,None,3.21983,-17.45076,-7.583023,-5.419776820515368,True
pred_wing_009.stl,0.006193405036214832,0.010064232814743359,0.022462060919392565,-0.01376459814410068,0.015006819921960495,-0.004777748307774825,0.009345998677410141,0.029611728354382822,-0.02171836459363538,0.020673888089705023,-0.019927278987479816,0.02040667107182177,-0.008389532449559745,0.006642962967011664,-0.02752037531294597,0.01734115858479846,0.02535119743516842,0.028613082679630857,-0.0034998816485315998,0.017768221707807397,0.01425860879791287,-0.029781470558516647,-0.0007597991318167617,-0.014751859885568831,0.021255810898282747,-0.010369459600364032,-0.0012308945040502375,0.01456187740664079,-0.01111231552598873,0.003053318160450237,0.015866875309530307,-0.0016883347535067432,-0.015474176581766476,0.013448281515548015,0.012880812842279335,-0.007902586987092541,0.014224535941491503,0.005412711429234432,-0.021073786818461872,0.011137235114973694,0.020105525954373506,0.00760086727848527,0.018578502636764693,0.008032317630178148,-0.021492267595356357,0.002483095362801474,0.016382239097356914,-0.018416788669253732,0.01373680161911729,-0.008616795452470849,0.0018909620978016278,0.01794350581226268,-0.001730050450215828,0.0006366608950983115,-0.011756845971378336,-0.011539959066285813,-0.0020613599749509156,-0.01570281755068229,-0.01265729536128633,-0.0184652113328189,0.005215948737781189,-0.002027774239285583,-0.00714629049945002,-0.018068836094773378,0.010404495250987725,-0.003574597140158929,-0.012730872226435734,-0.016099833323529836,-0.001742897456708069,0.013245131996808397,-0.022677963983617516,-0.02214716709189091,-0.015213846298395832,0.010905372922945996,0.006025273800160869,-0.00683458269984271,-0.007501107242538754,0.023524535234811923,-0.012640530119880259,0.011747493598663167,0.018336818595263815,0.008525047507006975,True,None,3.270851,-17.40774,-7.505169,-5.322082846329595,True
pred_wing_010.stl,0.005899970233805411,0.009791421426127942,0.02366412239502055,-0.013755477491143562,0.015395414045275155,-0.0036379415151455625,0.009613298583138892,0.028925018372433893,-0.021413464241119028,0.02003417595449548,-0.020775937971467012,0.021404517757640906,-0.008715386500555531,0.007728514094005824,-0.027381317434188465,0.016950091487027304,0.025954326936788272,0.028543962206091223,-0.0034630649011986826,0.018182748353637826,0.013807641495655826,-0.02876065184752922,-0.000302636238436453,-0.015253241014836248,0.02158083132565692,-0.011535653854050499,-0.0007584156696850928,0.01470835342895071,-0.01180329324485556,0.002540013428939892,0.017036359087149955,-0.0016389920222611145,-0.016288631596108546,0.01361080183475871,0.01318180255237614,-0.007565961706495577,0.013856994272709155,0.005282707339097378,-0.020727059962982197,0.011822030883160752,0.01973895964210834,0.007332728321946933,0.018562389849096306,0.008082017121087075,-0.02056793724250716,0.0011567986312001272,0.016642236506847513,-0.018048601098973945,0.01453847612271888,-0.008384676571485653,0.000983997433536209,0.018492373969443872,-0.0024931610200080436,0.00026551753799457337,-0.011795661286139427,-0.012196240125917586,-0.000974293233425119,-0.01673647236555044,-0.012604798076225785,-0.018448848578097265,0.0047931316118330035,-0.0013918772660375138,-0.0072100407215755485,-0.019643452944610926,0.009519504943657737,-0.003989369152081853,-0.012778114314195179,-0.017092989587311428,-0.002997668180776956,0.011677120919535997,-0.02241994327740887,-0.022410191930845907,-0.014661542265751353,0.011385361969948061,0.005687123340509958,-0.006606417255135983,-0.0073453851921504104,0.023816003184658385,-0.01345925189354565,0.012684587516487999,0.018423480989058376,0.00826962412914917,True,None,3.192963,-17.42974,-7.560452,-5.458797987950376,True
pred_wing_011.stl,0.005536243996684483,0.010421935180985388,0.023323985795352255,-0.014574561730063693,0.015105925939710866,-0.004450855003608259,0.009170196346037225,0.029842324031015218,-0.02202013065027433,0.020605459476003583,-0.019931292755607444,0.021086880830127417,-0.008806449135810579,0.007907073307899458,-0.02806860265929536,0.016585304492838848,0.027124732057244572,0.029042741098787163,-0.0030457802313687723,0.018106433246260656,0.014780398608117747,-0.029245856319726413,-0.00012597160900038333,-0.013993624880476166,0.02145889225694381,-0.010571117630237166,-0.0001704061878029711,0.014156050103573696,-0.011433158964788689,0.0029663689045656525,0.015768496444653394,-0.0012729598749366103,-0.016585976305177517,0.013712611164999026,0.012539210424186188,-0.008918877345222497,0.015270730948264997,0.005620292680644555,-0.01969330845936982,0.011633132173366739,0.019878212179122008,0.007123771598139721,0.01840614710019181,0.00808128194438496,-0.021606940654454305,0.001930433109791495,0.016533212912040633,-0.017631963417281425,0.013698784375268025,-0.009108344094816352,0.0014187657658087185,0.017422176000510187,-0.0020281270027417584,0.00010254238550126013,-0.010920747557260382,-0.011993239409076522,-0.0012928598831307898,-0.015944966409883125,-0.0113077575947841,-0.019079571149866803,0.005447187124091066,-0.0015793728082402867,-0.007477508987026098,-0.018413186881786624,0.010534287535299672,-0.002379238020903656,-0.012447609707699888,-0.016183351497209193,-0.0018768218880485343,0.012740017434570795,-0.02183887204401401,-0.02156784660082242,-0.015467721291616688,0.011416715273904027,0.0053993049995390025,-0.006780611173225306,-0.007739698868266135,0.023344576189442905,-0.012694377330657895,0.012179729059225377,0.01700937945725674,0.009157323535389846,True,None,3.261359,-17.06096,-7.335957,-5.231242558700223,True
pred_wing_012.stl,0.005313591271612833,0.009967115462070124,0.022640510497896366,-0.014291350236898624,0.015368134298222869,-0.003294275409384373,0.009917367583861969,0.029337387784792262,-0.02135197631048217,0.01965112868191035,-0.019872112919996927,0.021015272585936048,-0.008773035014176448,0.00703853343876097,-0.027475654765068802,0.016693594762154377,0.026548979564023963,0.028724532497934965,-0.00385042173796036,0.017894837182897815,0.013400749952850923,-0.030314067774997202,-0.0004704134256370915,-0.01546502350713044,0.02077362181195776,-0.011545867483402337,-0.00046760834048647365,0.014934624416052896,-0.011001510413495228,0.003564978193841582,0.015963972357706382,-0.0011849612277435456,-0.015374938741083935,0.014291328729991667,0.012635211369384912,-0.007159464277280368,0.014530842795449212,0.006809001634072454,-0.02013946166089329,0.01130788970950929,0.019944405606111798,0.006329875277865238,0.01872505567864764,0.009335131483745587,-0.02109796399654533,0.0017074333639410652,0.016470224604271784,-0.01859004035789273,0.013431408044435562,-0.00830893664813784,0.0018630169580311792,0.016587581661197368,-0.0019048744854117798,-0.0006723645106650037,-0.011398109108691566,-0.012692213576464181,-0.0009326368776632892,-0.016813605040506944,-0.012360872565427748,-0.01898443604889008,0.005835063266735623,-0.0018458609659897933,-0.007411943630216118,-0.018978255669161878,0.010210780891191222,-0.002652763530153252,-0.012378037434976749,-0.0157008907040557,-0.0010083725881249034,0.011605542824625727,-0.02189335068961475,-0.021694295476928003,-0.014843979434227918,0.01121977647065777,0.0058968656766101735,-0.006785552847403615,-0.008182734666228996,0.024683351500920155,-0.012120146654820715,0.012504328926617236,0.017490656260676585,0.00828217276469932,True,None,3.287122,-17.24601,-7.307259,-5.24653785286947,True
