filename,pt_nose_dx,pt_nose_dy,pt_nose_dz,sym_f1_dx,sym_f1_dy,sym_f1_dz,sym_f2_dx,sym_f2_dy,sym_f2_dz,sym_f3_dx,sym_f3_dy,sym_f3_dz,sym_l1_dx,sym_l1_dy,sym_l1_dz,sym_s1_dx,sym_s1_dy,sym_s1_dz,sym_m1_dx,sym_m1_dy,sym_m1_dz,sym_h1_dx,sym_h1_dy,sym_h1_dz,Cd,Cl,CmPitch,L_D_Ratio
tablon_134,-0.039768,0.035999,-0.019572,-0.002665,-0.037018,0.007603,0.031915,0.005721,0.029004,0.002587,-0.03654,0.016654,-0.028389,0.03412,-0.005851,-0.012195,0.005287,0.034011,0.0112,0.023787,0.028754,-0.006165,0.011786,-0.010751,0.1978805,-0.2203793,-0.147805,-1.1136989243508078
tablon_135,0.024802,-0.015249,0.024758,-0.039352,0.036396,-0.010193,0.015739,-0.004516,0.002015,-0.038152,0.035715,0.014671,0.010753,-0.006553,-0.028723,0.032817,0.02184,-0.015522,0.032924,0.025347,0.026526,0.021114,0.0375,-0.006367,0.1971543,-0.04205754,-0.01015111,-0.21332296581915788
tablon_136,-0.026094,0.033747,-0.017405,-0.034384,0.029246,0.034163,-0.000118,0.022746,-0.014138,0.037919,-0.015134,0.012467,-0.036867,-0.002565,0.001759,0.034872,-0.016034,0.016534,-0.008984,0.019587,-0.010307,-0.037783,0.010157,-0.023733,0.1587374,-0.191291,-0.1531898,-1.2050783243268441
tablon_137,-0.00211,0.025695,-0.021192,-0.027893,0.012631,0.038411,-0.028928,0.026539,-0.008572,0.021932,-0.031823,0.019317,-0.033299,-0.000206,-0.029637,0.013578,-0.027738,0.014577,0.002995,-0.028154,0.016304,0.034474,-0.038328,0.036232,0.2634787,1.262029,0.6571435,4.789871059785858
tablon_138,-0.034856,0.0198,-0.020755,-0.005011,-0.037542,-0.015686,-0.025555,-0.033052,-0.029802,0.033678,-0.005319,-0.024918,-0.016899,-0.022412,0.006582,0.010475,0.031287,0.032499,0.006471,0.019766,0.017716,-2e-05,-0.037363,-0.004702,0.2222209,-0.4564348,-0.1350827,-2.0539688211144855
tablon_139,-0.034716,0.029914,0.021624,0.002406,-0.028167,0.000901,0.016704,-0.022387,-0.011702,-0.021014,0.008677,-9.7e-05,-0.034461,0.038548,0.022874,0.015602,0.020875,-0.020281,-0.034034,-0.018209,0.021865,0.009435,-0.033319,0.020401,0.2339345,-0.4579282,-0.03945329,-1.9575060540450426
tablon_140,0.023542,0.011036,-0.012023,-0.008782,-0.003444,0.036183,-0.000497,0.037584,0.012684,-0.003635,-0.037846,-0.009387,0.005505,0.008044,0.009389,0.037383,-0.022063,-0.039862,-0.008177,-0.006685,-0.031398,-0.027301,-0.030745,-0.011556,0.1538343,-0.3287264,-0.07899259,-2.1368862470853376
tablon_141,-0.001248,0.030885,0.013282,0.036664,-0.032411,-0.017308,-0.017025,-0.003688,-7.2e-05,-0.004087,-0.012466,0.017619,0.011289,0.027901,-0.037932,0.002708,0.005821,0.00091,-0.03519,-0.034313,0.028389,0.032044,0.031717,0.037612,0.2856501,1.409949,0.7183342,4.935930356754644
tablon_142,-0.036622,0.01175,-0.021861,-0.026073,0.036458,-0.031175,-0.001243,0.027642,-0.007726,-0.027634,0.033461,-0.030516,0.017578,-0.023166,0.004628,-0.0308,-0.009848,0.023447,-0.033546,-0.01118,0.017448,0.020772,-0.009506,0.005637,0.2720661,-0.2454493,-0.02059517,-0.9021678922879405
tablon_143,0.018687,-0.012703,0.032948,0.02034,0.000655,-0.003595,0.001001,0.002857,-0.028673,0.003443,-0.024981,-0.003826,-0.007978,-0.014808,-0.038604,-0.032665,-0.008623,-0.008165,0.026924,0.033794,0.025247,0.014189,-0.025393,0.027385,0.3320123,0.7013957,0.3747365,2.1125593840951074
tablon_144,-0.038017,-0.036201,0.026156,0.019275,0.038711,0.003192,-0.013968,0.010813,-0.038455,-0.015892,-0.036248,0.026681,-0.039415,-0.024683,-0.038871,0.01778,-0.039625,-0.02142,0.006082,0.021073,-0.032643,0.011295,0.019433,0.011751,0.2730819,1.127339,0.56168,4.128208423919711
tablon_145,0.006517,-0.004754,0.00528,0.003357,0.035462,0.003202,0.023939,-0.026702,0.022608,0.007549,0.035535,0.002688,-0.006964,-0.012563,-0.011708,0.039796,-0.001759,-0.004842,0.000171,-0.024384,-0.033343,0.007106,0.020296,0.030533,0.2256629,1.257885,0.6447417,5.574177235159168
tablon_146,-0.032617,0.01685,0.008247,0.016999,-0.01786,0.016938,0.027381,-0.008545,0.032115,0.032508,0.009288,-0.006767,-0.033028,0.022461,0.034549,0.008901,-0.035966,0.029589,-0.028553,-0.012215,-0.004765,0.027935,-0.02312,0.032234,0.1535051,-0.05819537,-0.002271782,-0.3791103357478025
tablon_147,-0.017373,0.03064,-0.033297,-0.038009,0.026468,0.02531,-0.019063,-0.031555,0.013208,0.018172,-0.016046,0.02819,0.01327,0.012818,-0.003515,0.013648,-0.003497,-0.011282,0.024686,-0.038416,0.011628,0.033129,-0.03146,-0.028874,0.1648938,0.03294442,0.04141678,0.1997917447472252
tablon_148,-0.009492,0.025576,-0.032776,-0.032298,0.021288,-0.035443,0.030712,0.020686,0.018876,0.018763,0.002809,0.022465,0.020051,0.029317,0.039725,-0.028843,-0.019357,-0.037549,0.028694,-0.02182,0.003123,0.03162,0.021265,0.021332,0.4592906,0.1607063,0.216365,0.3499011301341678
tablon_149,0.016471,-0.034427,-0.0005,-0.01503,0.020631,-0.034387,-0.03476,0.021896,-0.036419,-0.023539,-0.005671,0.023301,0.012476,0.039509,-0.022316,-0.012632,0.024478,-0.006861,-0.035486,0.02896,0.018855,5.3e-05,0.011255,0.014169,0.3596321,1.49676,0.8143781,4.161919917604686
tablon_150,-0.028912,-0.015716,-0.014107,-0.010103,0.006179,-0.038885,-0.002791,0.027211,0.003766,0.010809,0.017767,-0.003225,0.000505,-0.037028,-0.024182,0.039136,-0.019943,0.011858,0.029433,-0.009466,0.029322,0.015241,-0.006228,-0.031679,0.2051227,1.091017,0.5848505,5.318850619653505
tablon_151,0.013279,-0.02087,0.039291,-0.007368,0.013416,-0.036907,-0.017922,-0.027348,0.019664,0.019812,0.001653,-0.019834,0.020867,-0.005117,-0.012576,0.016655,0.011716,-0.005957,-0.020373,-0.025832,0.039903,0.026798,-0.00787,0.015367,0.2192501,-0.3278361,-0.05483629,-1.4952608915571761
tablon_152,0.00821,-0.035948,-0.001921,0.005277,0.003216,0.008418,-0.032753,-0.03258,0.004888,-0.038884,0.015801,-0.025815,0.012254,0.027408,-0.008721,-0.008136,0.00943,-0.029055,-0.002545,-0.025087,0.018459,-0.025708,0.007687,0.000703,0.2557408,-0.4830196,-0.1112288,-1.8887076289743365
tablon_153,-0.005595,0.012745,-0.010495,0.030875,0.016659,0.023254,0.001292,0.037886,0.007295,0.015647,0.01205,0.005131,-0.036131,-0.039109,0.016335,0.014924,-0.006078,0.023782,-0.037736,-0.01846,-0.019493,-0.039319,0.039476,0.03908,0.1702842,-0.1114029,-0.0818572,-0.6542174787795931
tablon_154,0.004703,0.021219,0.008566,-0.010537,0.020199,-0.028681,-0.013151,-0.003363,0.014508,-0.027159,-0.037186,0.029198,-0.004202,0.00915,0.003007,0.008186,0.015291,-0.004219,0.030286,-0.02371,0.013173,-0.034916,-0.004271,-0.00047,0.1986196,-0.05905185,0.04342257,-0.2973112925411188
tablon_155,-0.006111,-0.037094,-0.038469,-0.021773,-0.01101,0.014525,-0.021191,0.021408,0.023255,0.039846,0.039679,0.007706,-0.012513,0.004196,-0.003819,-0.009766,-0.034623,0.00328,0.014129,0.011764,-0.037977,0.01371,-0.015561,0.010773,0.2290801,1.043417,0.5247056,4.554812923514526
tablon_156,-0.03535,0.03317,0.035328,0.010292,-0.025081,0.030338,0.036351,0.026246,0.017994,0.025035,0.015297,-0.027998,-0.010222,-0.035466,0.039491,-0.001817,-0.021764,0.003604,0.024366,-0.020405,0.019352,-0.020628,-0.026395,-0.025538,0.2179963,-0.2791713,0.00941409,-1.2806240289399407
tablon_157,-0.017821,-0.024817,-0.004017,0.004155,-0.019049,0.037916,0.027148,0.011204,0.027785,0.039196,0.038104,0.016227,0.023302,-0.038574,0.025163,0.028681,0.031626,-0.014478,0.008495,0.016404,-0.00719,-0.03883,0.016464,0.017877,0.1653024,-0.2516168,-0.03763759,-1.5221605977892638
tablon_158,0.012185,0.021128,0.011406,0.035476,-0.039259,-0.034844,-0.0385,-0.037933,0.035493,-0.032118,-0.023501,-0.036785,0.024421,0.007385,0.035969,0.014636,0.022124,0.016857,0.014454,-0.029764,0.031661,0.018999,0.005117,0.039978,0.3275795,-0.1127138,0.1012007,-0.3440807498637735
tablon_159,0.015821,0.013188,-0.034001,0.031976,0.038273,-0.012267,8.2e-05,-0.007883,-0.003738,-0.003121,0.025634,-0.037494,0.032471,0.028879,0.016903,-0.009506,-0.003806,0.01063,-0.009963,-0.028865,-0.01504,-0.024925,-0.027551,0.03718,0.2933744,-0.4654594,-0.09117367,-1.5865712891104338
tablon_160,0.03072,-0.024064,0.011793,0.038949,-0.021469,0.01106,-0.028156,0.006636,0.037485,0.026681,0.029818,-0.00741,0.010243,0.007666,-0.032281,-0.014495,0.027936,0.014045,0.023746,0.02202,0.00938,-0.035882,0.02512,0.033842,0.3047801,1.279633,0.6088129,4.198545114986182
tablon_161,-0.002487,0.024181,-0.009848,-0.006408,0.002519,-0.02812,0.021481,0.036745,-0.032715,0.039582,0.034091,0.035563,0.026988,0.009525,0.026457,0.031534,-0.020333,-0.005221,0.018119,0.038282,0.009075,-0.018911,0.039807,0.032429,0.293056,-0.802816,-0.2046395,-2.739462764795807
tablon_162,0.013122,0.038368,-0.035904,-0.002162,-0.001834,-0.000282,-0.024397,0.01644,-0.008979,-0.017291,-0.003908,0.02999,-0.007219,-0.028931,-0.005517,-0.017488,-0.011691,-0.024733,-0.025179,0.00446,0.011356,-0.003216,-0.022655,0.007494,0.2026898,-0.6529759,-0.2116313,-3.221552835909849
tablon_163,0.031568,-0.033537,0.014132,0.012581,0.018529,-0.039896,0.007451,0.002426,-0.00634,-0.02962,-0.007546,-0.022306,-0.018534,-0.005293,0.010665,0.012657,0.013097,0.037383,-0.005924,-0.012984,0.020038,0.007765,0.02237,0.027035,0.2402319,0.7883325,0.4734419,3.281547954289168
tablon_164,-0.021212,-0.011074,0.004523,0.037215,0.012391,0.021818,0.032011,0.035897,0.032549,0.011376,-0.005071,0.006501,0.003236,-0.027335,0.017474,-0.022427,-0.001199,-0.039487,0.000591,0.013073,-0.00205,0.002633,-0.03002,-0.005023,0.1775466,-0.2518204,0.003314627,-1.4183341162263878
tablon_165,-0.011669,-0.027376,-0.025299,-0.01997,0.029052,0.018912,0.002885,0.015759,0.01669,-0.029062,-0.001028,0.025496,0.014313,-0.014492,0.037678,-0.005637,0.030887,-0.03309,0.002767,-0.016242,0.002096,0.00519,-0.016046,0.034005,0.297092,-0.4359097,-0.05726084,-1.4672549244005224
tablon_166,0.020513,0.033448,-0.021427,-0.002823,-0.009347,0.024899,0.028798,0.003722,0.03595,0.019238,0.00083,-0.001233,0.010872,0.020603,0.036579,-0.039342,-0.026548,0.025288,-0.004546,0.032514,0.0297,-0.025229,0.025296,0.023008,0.2195958,-0.3923782,-0.0765738,-1.7868201486549378
tablon_167,0.026774,-0.006542,-0.006442,0.033472,-0.028573,0.031781,-0.021776,-0.012764,0.003368,0.035361,-0.020194,-0.021098,-0.03042,-0.031405,-0.02127,-0.002045,-0.015713,-0.010063,-0.012525,-0.000699,0.022937,-0.03693,0.028676,-0.002691,0.1582281,-0.03643749,0.008379762,-0.23028457018696427
tablon_168,0.027776,-0.029383,-0.037849,-0.00717,0.033621,-0.015553,-0.03901,-0.013633,-0.034268,0.012251,0.03145,0.008239,0.016674,-0.019072,-0.031327,0.036705,-0.002436,0.026826,0.029661,-0.011936,-0.029353,-0.022877,0.002841,0.032939,0.2102022,0.9365137,0.4125613,4.455299230930979
tablon_169,0.023054,0.003901,-0.032954,0.034279,-0.012731,0.016026,-0.031621,0.031245,-0.028389,-0.007969,0.001285,-0.023031,0.020722,0.022919,-0.024918,-0.021371,-0.009545,0.009225,0.018479,0.001145,-0.005636,-0.005003,0.035774,-0.030992,0.3162948,1.102581,0.5502522,3.4859283175063265
tablon_170,-0.00327,0.020025,0.010843,0.027232,0.009741,0.022759,0.014312,-0.038505,0.037745,0.027934,-0.028928,0.032016,-0.032422,0.030327,0.01492,0.029846,-0.039282,-0.01797,0.028105,-0.019597,-0.022953,-0.015734,0.038011,0.033468,0.1504057,-0.04576115,-0.02210384,-0.30425143461983156
tablon_171,-0.031038,0.008084,-0.011289,-0.027418,-0.029015,0.033717,0.027665,-0.017169,-0.026895,-0.01133,-0.017922,0.031349,0.022608,0.021583,-0.019026,-0.007229,-0.023944,-0.025922,-0.024281,-0.039589,-0.01807,-0.015248,0.001212,-0.016225,0.193591,-0.1495265,-0.0826544,-0.7723835302260952
tablon_172,-0.01025,-0.022779,-0.01618,0.017343,0.007281,-0.026008,0.025939,0.03542,-0.007541,-0.002716,0.023165,0.039926,-0.027951,-0.028674,-0.02677,-0.015221,0.039393,0.025039,0.002084,-0.000179,0.007284,-0.033607,-0.016568,0.001684,0.2307966,1.234206,0.5909589,5.347591775615411
tablon_173,0.035362,-0.028621,-0.038342,-0.034606,0.002898,0.038149,0.024009,-0.025734,0.020249,-0.013143,-0.024586,0.020637,-0.015497,0.029815,0.037423,0.026357,-0.000469,-0.018083,0.019887,0.006699,0.03956,0.01807,-0.015774,-0.015264,0.2526207,0.04751098,0.1824371,0.18807239470083015
tablon_174,-0.019748,0.017885,-0.00552,-0.017174,-0.022076,0.017771,0.020725,-0.007163,-0.017145,0.032851,0.021505,-0.03023,-0.032162,0.034623,-0.001494,-0.007653,-0.025386,-0.024915,0.005705,-0.031858,-0.024411,-0.026016,0.032693,-0.039541,0.1576836,-0.1015964,0.02740082,-0.6443054318901902
tablon_175,-0.022533,0.002994,-0.010934,-0.030414,-0.010092,-0.031798,0.004745,0.024194,-0.008249,0.03151,0.024781,0.027838,0.02544,0.000668,-0.034533,-0.032214,0.030061,-0.03835,0.022854,0.012255,0.037023,0.007584,-0.012175,0.025505,0.3258396,-0.2551962,-0.0182727,-0.7831957809916289
tablon_176,0.021113,-0.039738,-0.002588,-0.035236,0.013967,-0.038231,0.009435,-0.031908,-0.011419,-0.032994,-0.029765,0.025135,0.031333,-0.000999,-0.033374,-0.02818,-0.036137,-0.038431,0.035476,-0.010435,0.037257,0.033626,-0.005594,-0.022374,0.2958887,-0.3106789,-0.04407268,-1.049985687185756
tablon_177,0.025533,0.01376,0.029813,-0.013429,-0.013772,0.026558,0.028374,-0.036418,-0.033618,-0.031166,0.018385,-0.014111,-0.035244,0.033447,-0.006683,0.014276,-0.037232,-0.021976,-0.015274,0.02512,0.033861,0.017732,-0.009823,-0.036404,0.1834058,-0.1592789,0.04801347,-0.8684507251133824
tablon_178,-0.030518,-0.016724,0.027866,-0.031122,-0.007226,-0.013941,-0.038137,0.03455,0.031411,-0.026052,0.020928,0.028464,-0.017843,0.018565,0.000783,-0.008774,0.015926,-0.003985,-0.014525,-0.003356,-0.034532,0.024257,0.021178,-0.028083,0.186543,-0.2216323,-0.1505537,-1.1881030111019981
tablon_179,0.002545,0.039516,0.012669,-0.014513,-0.03882,-0.017978,0.010334,-0.0184,0.000113,-0.005739,-0.009872,-0.020134,0.033034,0.018309,-0.039561,0.027912,-0.024468,0.024661,0.034638,-0.016811,0.034162,0.029463,0.030872,-0.012927,0.2921822,1.20795,0.5864923,4.134235418858507
tablon_180,-0.033512,-0.007469,0.03751,0.018058,0.019572,0.037152,0.024576,-0.006136,-0.037153,-0.023899,-0.009394,-0.004086,0.034555,0.003964,0.007355,-0.019273,0.021564,0.026359,0.01702,0.035028,0.007782,0.029956,-0.035755,0.039293,0.2576958,-0.404126,-0.1611328,-1.5682288962412272
tablon_181,-0.020072,0.01517,-0.01871,0.030093,0.013126,0.013995,0.023543,-0.033335,0.021871,-0.018927,0.008302,0.039424,-0.003861,-0.025316,0.035105,0.001575,0.029914,0.004674,0.010375,0.018577,0.002718,-0.028275,-0.011551,-0.027199,0.1603177,-0.05407905,0.06417803,-0.3373242630102602
tablon_182,-0.012238,-0.010463,0.03894,-0.024828,-0.01996,-0.019876,0.000425,-0.009527,-0.037462,0.023003,0.022166,-0.003067,-0.020584,0.034849,-0.019675,-0.013123,0.003441,-0.027242,-0.017374,0.030203,-0.03061,-0.036607,-0.025647,-0.016421,0.19501,0.07799025,0.07690395,0.39992949079534384
tablon_183,0.035978,0.017309,-0.008063,0.028255,-0.021867,-0.025,-0.032913,0.011898,0.028611,0.001595,0.025568,0.025954,-0.004797,0.024617,0.022597,-0.02629,-0.001431,-0.034783,0.039373,-0.027926,-0.021005,0.003767,0.036228,0.000163,0.2391361,-0.1648217,0.04164837,-0.6892380531421228
tablon_184,-0.007768,0.027822,-0.023939,0.006572,-0.027312,0.007181,0.005785,0.03178,0.008898,-0.033872,-0.020627,-0.039107,0.024131,-0.037282,-0.038022,0.01084,0.036844,-0.015606,-0.004087,0.015868,0.005481,0.025283,-0.039294,-0.015828,0.2059737,0.124109,0.069228,0.6025478010056623
tablon_185,0.008956,0.015626,0.025716,-0.037729,-0.004858,-0.019127,-0.03668,0.018475,-0.01986,0.006131,0.006235,0.010887,-0.01355,0.035256,-0.033072,-0.024689,-0.004662,0.018414,-0.038368,0.000432,-0.032069,-0.02266,-0.000309,-0.019277,0.232409,0.94731,0.4436639,4.076046968921169
tablon_186,0.037736,0.007696,0.023851,-0.011434,0.009058,0.035283,0.01639,0.01712,0.020844,0.009868,-0.010523,-0.036906,0.001475,0.026264,-0.024703,0.025516,-0.022883,-0.035498,0.001022,-0.036749,-0.019067,0.023744,-0.00918,-0.034529,0.1517393,-0.2767837,-0.1444998,-1.824073921521979
tablon_187,0.031775,-0.026611,0.015703,-0.018481,0.001318,0.013408,-0.030381,-0.004301,0.017551,-0.019404,-0.027725,0.001397,0.034968,0.013324,0.003264,0.017583,0.007748,0.001793,-0.02181,0.010837,-0.035461,0.02335,0.029399,0.001397,0.1986675,-0.01153272,-0.03527306,-0.058050360527011215
tablon_188,0.01517,-0.02147,0.002738,-0.019031,-0.010457,0.035919,-0.006059,-0.027654,-0.010029,0.021066,0.022635,0.024568,0.026269,-0.010884,0.013343,-0.017786,0.033809,-0.00213,-0.031037,0.002232,-0.016595,0.019711,-0.026448,-0.004273,0.1702939,-0.1262108,-0.03960904,-0.7411351786529055
tablon_189,0.003565,-0.034868,0.002315,-0.013603,0.011814,0.024348,-0.018603,-0.023118,-0.022209,-0.029432,0.002356,-0.026104,-0.012269,0.003544,-0.020386,0.024973,0.026504,0.039368,-0.019453,-0.002712,-0.034857,-0.0074,0.027418,0.014848,0.2409321,0.9152277,0.4326357,3.798695566095178
tablon_190,-0.015365,-0.01939,-0.035269,0.032814,0.008783,0.006577,0.021728,-0.019157,-0.010501,0.020728,-0.018018,0.008745,-0.031645,-0.013005,0.00378,-0.018234,-0.006479,-0.03374,-0.036321,0.006091,0.003672,-0.033485,-0.000821,-0.001902,0.1929307,-0.2916033,0.01701967,-1.51144063645651
tablon_191,-0.011307,0.009073,0.000207,0.031243,-0.020846,0.020193,-0.039588,-0.010251,0.006166,-0.000292,-0.021251,-0.035631,0.015065,-0.009847,0.029233,0.016955,0.006604,-0.008824,0.03635,0.01034,-0.008141,0.035795,0.006788,-0.034985,0.2076875,-0.2842532,-0.01824988,-1.368658200421306
tablon_192,0.011667,-0.035592,0.001256,0.009257,0.002044,0.009213,0.013483,-0.019922,-0.038253,-0.016211,0.033106,-0.039811,-0.039171,-0.0005,-0.013316,-0.026465,0.036589,-0.017321,-0.037442,-0.037714,0.025187,-0.008169,0.030665,-0.023057,0.2287994,-0.3775516,-0.03361882,-1.650142439184718
tablon_193,-0.023163,-0.001272,-0.019853,0.038766,0.02839,0.010157,0.036705,0.009939,-0.029515,0.029513,0.039152,-0.011724,0.001178,0.019068,-0.00057,-0.000969,-0.004896,0.030177,-0.019617,-0.01901,-0.007392,0.012854,-0.019427,-0.017228,0.2100813,0.4229007,0.2381922,2.013033525592235
tablon_194,0.002089,-0.030761,0.004898,0.037707,-0.025472,0.005673,-0.033752,0.012079,0.002505,-0.008099,-0.018502,0.022025,0.030025,0.01795,0.004277,-0.035384,-0.028792,-0.004682,-0.030147,0.003015,0.013963,-0.01188,0.027929,-0.037492,0.1907087,-0.09859451,0.01617915,-0.5169901006089391
tablon_195,0.024277,0.022004,0.019198,-0.037261,-0.015301,-0.027328,0.004226,-0.003184,-0.013051,-0.036551,-0.010865,0.013512,-0.002028,-0.036187,0.007601,-0.004054,-0.030432,-0.000931,-0.034706,0.031155,0.004729,-0.034788,-0.000712,0.016049,0.192789,-0.2062265,-0.01340616,-1.0697005534548134
tablon_196,-0.013465,-0.037866,-0.036078,-0.01228,-0.039885,0.021544,-0.004743,0.010523,-0.013826,0.025636,0.018525,-0.018149,-0.036487,-0.023653,-0.009807,0.037941,0.004055,-0.011721,-0.004913,-0.032774,0.036491,-0.020379,0.017544,0.016692,0.1986913,-0.4601816,-0.1039106,-2.316063159282767
tablon_197,0.007774,-0.02798,0.00929,-0.033845,0.018299,-0.015129,-0.036216,-0.00652,0.039669,-0.028393,0.013459,0.021423,0.02313,-0.029319,-0.013833,0.009621,0.007275,-0.018476,0.038943,0.03288,-0.037138,0.036396,-0.035316,0.024016,0.2563975,0.8190163,0.4012896,3.1943224875437553
tablon_198,0.007333,0.01621,-0.029107,-0.009222,-0.006364,-0.005297,0.034505,0.039778,0.007181,-0.01241,0.032477,-0.014776,-0.002836,-0.013308,0.032423,-0.003788,0.014878,-0.027796,-0.01099,-0.007923,0.000781,-0.001178,0.022556,0.029137,0.3158619,-0.2282129,0.07510099,-0.7225084760143595
tablon_199,-0.012804,-0.019601,-0.016774,0.017659,0.037699,0.020572,0.005501,0.030479,-0.002913,0.014309,0.014081,0.014883,0.029185,0.020012,0.025607,-0.037885,-0.007691,0.006954,0.031099,0.036061,-0.028221,-0.01138,0.033677,0.007947,0.2153819,-0.354404,-0.1129161,-1.6454678875058675
tablon_200,-0.031445,-0.000322,0.016918,-0.03196,-0.006994,0.028644,0.002744,0.024581,-0.037955,-0.006015,0.004615,-0.008838,0.0365,-0.034078,0.005368,0.021303,-0.018177,0.015422,-0.025583,0.037989,0.007195,-0.039604,-0.036878,0.003043,0.1989431,-0.3518169,-0.1262952,-1.7684297671042624
